73|74,72|73.74,94
73|74,74|73.74,137
94|95,84|94.95,110
94|95,4|94.95,145
94|95,93|94.95,132
94|95,95|94.95,122
83|73,84|83.73,130
83|73,73|83.73,122
83|73,82|83.73,127
83|73,93|83.73,122
83|93,84|83.93,133
83|93,73|83.93,130
83|93,82|83.93,127
83|93,93|83.93,142
83|84,84|83.84,115
83|84,73|83.84,114
83|84,82|83.84,123
83|84,93|83.84,140
72|73,73|72.73,120
72|73,71|72.73,124
72|73,82|72.73,119
72|73,62|72.73,105
72|62,73|72.62,134
72|62,82|72.62,125
72|62,62|72.62,143
72|62,71|72.62,143
72|71,73|72.71,134
72|71,62|72.71,118
72|71,71|72.71,153
72|71,82|72.71,134
83|82,73|83.82,137
83|82,82|83.82,130
83|82,93|83.82,130
83|82,84|83.82,123
62|63,72|62.63,120
62|63,63|62.63,149
62|63,61|62.63,139
62|63,52|62.63,134
71|70,72|71.70,127
71|70,81|71.70,326
71|61,72|71.61,173
71|61,81|71.61,168
71|61,70|71.61,171
71|61,61|71.61,189
73|83,72|73.83,123
73|83,74|73.83,137
73|83,83|73.83,142
73|83,63|73,101
84|94,74|84.94,106
84|94,83|84.94,122
84|94,85|84.94,144
84|94,94|84,101
62|72,63|62.72,126
62|72,72|62.72,121
62|72,61|62.72,132
62|72,52|62.72,130
82|83,83|82.83,130
82|83,72|82.83,137
82|83,81|82.83,118
82|83,92|82.83,118
82|81,83|82.81,124
82|81,72|82.81,152
82|81,81|82.81,147
82|81,92|82.81,142
82|72,83|82.72,127
82|72,92|82.72,131
82|72,72|82.72,137
82|72,81|82.72,113
82|92,83|82.92,142
82|92,72|82.92,105
82|92,92|82.92,121
82|92,81|82.92,155
93|94,83|93.94,121
93|94,3|93.94,111
93|94,94|93.94,146
93|94,92|93.94,127
93|92,83|93.92,149
93|92,3|93.92,140
93|92,94|93.92,127
93|92,92|93.92,119
93|83,83|93.83,132
93|83,3|93.83,134
93|83,94|93.83,129
93|83,92|93.83,142
72|82,73|72.82,120
72|82,62|72.82,144
72|82,71|72.82,135
72|82,82|72.82,132
61|62,62|61.62,130
61|62,71|61.62,133
61|62,51|61.62,137
61|62,60|61.62,138
70|80,71|70.80,115
70|80,79|70.80,127
70|80,60|70.80,114
70|80,80|70.80,113
70|60,71|70.60,111
70|60,79|70.60,129
70|60,60|70.60,116
70|60,80|70.60,111
70|79,71|70.79,124
70|79,60|70.79,132
70|79,80|70.79,118
70|79,79|70,124
81|71,82|81.71,178
81|71,71|81.71,184
81|71,91|81.71,167
81|71,80|81.71,186
81|91,82|81.91,95
81|91,91|81.91,90
81|91,80|81.91,100
81|91,71|81.91,104
81|80,82|81.80,154
81|80,91|81.80,299
71|72,72|71.72,137
71|72,81|71.72,129
71|72,70|71.72,143
71|72,61|71.72,146
91|1,81|91.1,107
91|1,1|91.1,117
91|1,90|91,108
91|1,92|91,104
91|92,81|91.92,111
91|92,1|91.92,118
91|92,90|91.92,130
91|92,92|91,103
51|52,61|51.52,140
51|52,52|51.52,129
51|52,41|51.52,136
51|52,50|51.52,122
51|61,61|51.61,107
51|61,52|51.61,103
51|61,41|51.61,105
51|61,50|51.61,113
69|60,60|69.60,125
69|60,59|69.60,119
69|60,68|69.60,119
69|60,79|69.60,113
81|82,71|81.82,137
81|82,82|81.82,139
81|82,91|81.82,121
81|82,80|81.82,137
61|71,71|61.71,96
61|71,51|61.71,123
61|71,62|61.71,121
61|71,60|61.71,99
52|53,62|52.53,146
52|53,51|52.53,127
52|53,42|52.53,145
52|53,53|52.53,128
61|60,62|61.60,144
61|60,71|61,293
60|50,50|60.50,117
60|50,69|60.50,132
60|50,61|60.50,100
60|50,70|60.50,105
59|50,50|59.50,128
59|50,58|59.50,136
59|50,49|59.50,118
59|50,69|59.50,126
59|49,50|59.49,133
59|49,58|59.49,154
59|49,49|59.49,132
59|49,69|59.49,124
41|51,51|41.51,113
41|51,40|41.51,120
41|51,42|41.51,102
41|51,31|41,88
40|49,41|40.49,121
40|49,50|40.49,119
40|49,30|40.49,131
40|49,49|40,109
41|42,51|41.42,139
41|42,42|41.42,125
41|42,31|41.42,133
41|42,40|41.42,123
71|81,61|71.81,102
71|81,72|71.81,104
71|81,70|71.81,127
71|81,81|71.81,93
51|50,52|51.50,119
51|50,61|51.50,315
42|43,52|42.43,131
42|43,43|42.43,137
42|43,32|42.43,128
42|43,41|42.43,114
42|32,41|42.32,135
42|32,43|42.32,120
42|32,32|42.32,108
42|32,52|42,147
42|41,41|42.41,132
42|41,52|42.41,150
42|41,43|42.41,134
42|41,32|42.41,146
42|52,41|42.52,135
42|52,43|42.52,133
42|52,32|42.52,153
42|52,52|42.52,133
31|32,41|31.32,124
31|32,32|31.32,139
31|32,21|31.32,136
31|32,30|31.32,141
31|41,41|31.41,113
31|41,32|31.41,93
31|41,21|31.41,105
31|41,30|31,96
41|40,51|41.40,310
41|40,42|41.40,142
43|53,42|43.53,121
43|53,53|43.53,131
43|53,44|43.53,129
43|53,33|43.53,142
43|44,42|43.44,127
43|44,53|43.44,119
43|44,33|43.44,124
43|44,44|43.44,107
32|31,42|32.31,133
32|31,33|32.31,140
32|31,22|32.31,141
32|31,31|32.31,144
32|33,42|32.33,120
32|33,33|32.33,122
32|33,22|32.33,139
32|33,31|32.33,125
32|42,42|32.42,130
32|42,22|32.42,148
32|42,31|32.42,135
32|42,33|32.42,117
61|51,62|61.51,183
61|51,51|61.51,165
61|51,71|61.51,185
61|51,60|61,204
50|40,51|50.40,109
50|40,40|50.40,142
50|40,59|50.40,122
50|40,60|50.40,104
50|59,51|50.59,126
50|59,40|50.59,136
50|59,59|50.59,123
50|59,60|50.59,120
50|51,51|50.51,95
50|51,60|50.51,109
50|51,59|50.51,123
50|51,40|50.51,105
33|34,32|33.34,128
33|34,43|33.34,121
33|34,34|33.34,114
33|34,23|33.34,125
33|23,32|33.23,114
33|23,43|33.23,142
33|23,34|33.23,137
33|23,23|33.23,133
33|32,32|33.32,144
33|32,43|33.32,116
33|32,34|33.32,116
33|32,23|33.32,125
22|21,32|22.21,151
22|21,23|22.21,148
22|21,12|22.21,141
22|21,21|22.21,139
22|12,32|22.12,140
22|12,23|22.12,129
22|12,12|22.12,152
22|12,21|22.12,136
31|30,32|31.30,132
31|30,41|31.30,320
33|43,43|33.43,133
33|43,34|33.43,128
33|43,23|33.43,115
33|43,32|33.43,122
51|41,52|51.41,205
51|41,61|51.41,180
51|41,50|51.41,198
51|41,41|51,181
40|30,41|40.30,113
40|30,49|40.30,119
40|30,50|40.30,116
40|30,30|40,103
40|50,41|40.50,111
40|50,49|40.50,128
40|50,50|40.50,138
40|50,30|40.50,119
34|33,44|34.33,113
34|33,33|34.33,115
34|33,35|34.33,134
34|33,24|34.33,127
23|13,33|23.13,119
23|13,24|23.13,106
23|13,22|23.13,133
23|13,13|23.13,116
23|33,33|23.33,133
23|33,24|23.33,111
23|33,22|23.33,124
23|33,13|23.33,127
23|24,33|23.24,128
23|24,24|23.24,141
23|24,22|23.24,122
23|24,13|23.24,119
35|36,34|35.36,110
35|36,36|35.36,98
35|36,45|35.36,104
35|36,25|35.36,123
35|25,34|35.25,113
35|25,36|35.25,109
35|25,45|35.25,128
35|25,25|35.25,135
24|25,34|24.25,116
24|25,23|24.25,111
24|25,25|24.25,93
24|25,14|24,106
24|14,34|24.14,115
24|14,25|24.14,119
24|14,23|24.14,139
24|14,14|24.14,105
36|26,35|36.26,123
36|26,26|36.26,139
36|26,37|36.26,118
36|26,46|36,109
25|24,35|25.24,105
25|24,26|25.24,107
25|24,24|25.24,114
25|24,15|25.24,124
25|35,35|25.35,143
25|35,26|25.35,124
25|35,24|25.35,104
25|35,15|25.35,120
25|15,35|25.15,119
25|15,26|25.15,124
25|15,24|25.15,105
25|15,15|25.15,115
25|26,35|25.26,118
25|26,26|25.26,113
25|26,24|25.26,102
25|26,15|25.26,115
36|46,46|36.46,113
36|46,26|36.46,114
36|46,37|36.46,119
36|46,35|36.46,111
36|35,46|36.35,123
36|35,35|36.35,96
36|35,37|36.35,109
36|35,26|36.35,112
47|57,46|47.57,111
47|57,37|47.57,110
47|57,48|47.57,110
47|57,57|47.57,101
47|46,46|47.46,117
47|46,37|47.46,119
47|46,48|47.46,120
47|46,57|47.46,100
47|48,46|47.48,106
47|48,37|47.48,115
47|48,48|47.48,120
47|48,57|47.48,114
37|36,36|37.36,93
37|36,47|37.36,115
37|36,27|37.36,122
37|36,38|37.36,131
26|25,36|26.25,142
26|25,27|26.25,107
26|25,25|26.25,102
26|25,16|26.25,115
26|27,36|26.27,111
26|27,25|26.27,102
26|27,27|26.27,101
26|27,16|26.27,115
26|16,36|26.16,118
26|16,25|26.16,113
26|16,27|26.16,103
26|16,16|26.16,112
57|58,56|57.58,126
57|58,47|57.58,116
57|58,58|57.58,132
57|58,67|57.58,112
48|49,47|48.49,125
48|49,38|48.49,140
48|49,49|48.49,121
48|49,58|48.49,126
48|58,47|48.58,110
48|58,49|48.58,129
48|58,58|48.58,133
48|58,38|48.58,115
16|26,26|16.26,111
16|26,15|16.26,108
16|26,17|16.26,122
16|26,6|16.26,104
16|6,26|16.6,110
16|6,15|16.6,135
16|6,6|16.6,107
16|6,17|16.6,121
16|17,26|16.17,118
16|17,6|16.17,113
16|17,15|16.17,100
16|17,17|16,102
27|37,26|27.37,109
27|37,37|27.37,121
27|37,17|27.37,118
27|37,28|27.37,111
27|17,26|27.17,104
27|17,37|27.17,109
27|17,17|27.17,104
27|17,28|27,110
27|26,26|27.26,106
27|26,37|27.26,105
27|26,17|27.26,114
27|26,28|27.26,105
47|37,46|47.37,113
47|37,48|47.37,118
47|37,57|47.37,108
47|37,37|47.37,105
38|39,37|38.39,148
38|39,28|38.39,122
38|39,39|38.39,117
38|39,48|38.39,106
38|28,37|38.28,129
38|28,28|38.28,129
38|28,39|38.28,140
38|28,48|38,128
36|37,35|36.37,107
36|37,46|36.37,100
36|37,37|36.37,111
36|37,26|36,100
26|36,36|26.36,117
26|36,27|26.36,116
26|36,25|26.36,127
